Test Number:,315dmKlong427_38
Test Date:,4/25/2017
Post Test Comment:,
Data Description:,My Load2
Optional Title:,
Calculation:,Raw
Filter:,none

SEC,Nm
3.5760,598.4282
3.5800,599.3148
3.5840,599.3148
3.5880,599.3148
3.5920,601.0880
3.5960,601.0880
3.6000,601.0880
3.6040,601.9745
3.6080,602.8610
3.6120,601.9745
3.6160,602.8610
3.6200,603.7476
3.6240,604.6342
3.6280,604.6342
3.6320,607.2939
3.6360,606.4073
3.6400,606.4073
3.6440,608.1804
3.6480,608.1804
3.6520,608.1804
3.6560,608.1804
3.6600,609.0670
3.6640,610.8401
3.6680,610.8401
3.6720,610.8401
3.6760,610.8401
3.6800,612.6132
3.6840,613.4998
3.6880,614.3864
3.6920,615.2729
3.6960,615.2729
3.7000,616.1595
3.7040,616.1595
3.7080,616.1595
3.7120,617.9326
3.7160,618.8192
3.7200,618.8192
3.7240,617.9326
3.7280,619.7057
3.7320,620.5923
3.7360,620.5923
3.7400,620.5923
3.7440,621.4788
3.7480,620.5923
3.7520,622.3654
3.7560,623.2520
3.7600,623.2520
3.7640,624.1385
3.7680,624.1385
3.7720,623.2520
3.7760,624.1385
3.7800,625.9116
3.7840,626.7982
3.7880,625.9116
3.7920,626.7982
3.7960,628.5713
3.8000,628.5713
3.8040,629.4578
3.8080,628.5713
3.8120,631.2310
3.8160,633.0042
3.8200,633.0042
3.8240,633.0042
3.8280,633.8906
3.8320,635.6638
3.8360,635.6638
3.8400,635.6638
3.8440,635.6638
3.8480,636.5504
3.8520,636.5504
3.8560,637.4369
3.8600,639.2100
3.8640,640.0966
3.8680,640.0966
3.8720,639.2100
3.8760,640.0966
3.8800,640.9832
3.8840,641.8697
3.8880,641.8697
3.8920,641.8697
3.8960,643.6428
3.9000,645.4160
3.9040,645.4160
3.9080,645.4160
3.9120,646.3025
3.9160,648.0756
3.9200,648.0756
3.9240,647.1891
3.9280,648.9622
3.9320,649.8488
3.9360,650.7353
3.9400,648.0756
3.9440,647.1891
3.9480,647.1891
3.9520,647.1891
3.9560,646.3025
3.9600,647.1891
3.9640,647.1891
3.9680,646.3025
3.9720,645.4160
3.9760,643.6428
3.9800,644.5294
3.9840,645.4160
3.9880,643.6428
3.9920,642.7563
3.9960,641.8697
4.0000,641.8697
4.0040,641.8697
4.0080,640.9832
4.0120,640.9832
4.0160,640.9832
4.0200,639.2100
4.0240,638.3235
4.0280,640.0966
4.0320,640.0966
4.0360,639.2100
4.0400,636.5504
4.0440,636.5504
4.0480,636.5504
4.0520,636.5504
4.0560,634.7772
4.0600,634.7772
4.0640,634.7772
4.0680,633.8906
4.0720,633.0042
4.0760,631.2310
4.0800,632.1176
4.0840,631.2310
4.0880,629.4578
4.0920,626.7982
4.0960,627.6848
4.1000,627.6848
4.1040,625.9116
4.1080,625.0251
4.1120,624.1385
4.1160,623.2520
4.1200,623.2520
4.1240,620.5923
4.1280,620.5923
4.1320,620.5923
4.1360,619.7057
4.1400,617.9326
4.1440,617.9326
4.1480,616.1595
4.1520,615.2729
4.1560,613.4998
4.1600,613.4998
4.1640,611.7267
4.1680,609.9536
4.1720,609.0670
4.1760,608.1804
4.1800,606.4073
4.1840,605.5207
4.1880,605.5207
4.1920,602.8610
4.1960,602.8610
4.2000,601.9745
4.2040,600.2014
4.2080,598.4282
4.2120,598.4282
4.2160,599.3148
4.2200,596.6552
4.2240,596.6552
4.2280,595.7686
4.2320,594.8820
4.2360,593.9954
4.2400,592.2224
4.2440,592.2224
4.2480,591.3358
4.2520,590.4492
4.2560,589.5626
4.2600,588.6761
4.2640,585.1299
4.2680,585.1299
4.2720,584.2433
4.2760,581.5836
4.2800,581.5836
4.2840,581.5836
4.2880,579.8105
4.2920,578.9239
4.2960,578.9239
