Test Number:,315dmKlong427_38
Test Date:,4/25/2017
Calculation:,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw
Filter:,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Data Description:,Az Def.1,Az Def.2,Fx Load1,Fx Load2,Fy Load1,Fy Load2,Fz Load1,Fz Load2,Mx Load1,Mx Load2,My Load1,My Load2,Mz Load1,Mz Load2,Px Def.1,Px Def.2,Pz Def.1,Pz Def.2,Tire Inf.1,Tire Inf.2
SEC,deg,deg,N,N,N,N,N,N,Nm,Nm,Nm,Nm,Nm,Nm,mm,mm,mm,mm,kpa,kpa
4.5440,-0.0004,0.0057,1534.2322,1509.4331,54.6337,44.7003,1913.3077,1916.7062,-165.7895,-169.6401,519.5244,512.4319,-165.3904,-165.3904,2.9087,2.8622,5.9028,6.0980,261.6233,262.6242
4.5480,-0.0004,-0.0004,1521.0060,1509.4331,64.5671,24.8335,1899.7141,1920.1046,-168.3565,-170.0679,516.8647,512.4319,-166.0415,-162.7858,2.8994,2.8715,5.9272,6.0980,261.5706,261.8340
4.5520,-0.0004,-0.0004,1512.7397,1502.8201,72.8449,56.2892,1892.9174,1913.3077,-169.6401,-171.3514,515.9781,510.6588,-167.3438,-162.7858,2.8994,2.8622,5.9272,6.0736,262.8876,260.9912
4.5560,0.0057,-0.0004,1514.3929,1492.9004,41.3891,71.1893,1903.1124,1906.5110,-167.5009,-174.1324,515.9781,509.7722,-165.3904,-166.6927,2.8994,2.8715,5.9272,6.0736,263.1510,261.8867
4.5600,-0.0065,-0.0004,1519.3528,1496.2070,33.1113,57.9448,1909.9094,1916.7062,-168.1426,-171.9932,515.0916,508.8857,-162.1347,-163.4369,2.8808,2.8529,5.9272,6.0980,261.7814,262.9403
4.5640,-0.0065,-0.0065,1509.4331,1496.2070,39.7336,57.9448,1899.7141,1923.5031,-169.4262,-170.2818,512.4319,508.8857,-166.0415,-161.4835,2.8994,2.8529,5.9272,6.0980,261.3073,261.8340
4.5680,-0.0004,-0.0004,1501.1669,1491.2472,54.6337,57.9448,1889.5188,1913.3077,-171.9932,-171.5654,512.4319,507.9991,-167.3438,-162.1347,2.8901,2.8436,5.9516,6.0736,262.4135,260.9912
4.5720,-0.0004,-0.0004,1504.4733,1482.9808,52.9781,66.2226,1903.1124,1906.5110,-169.4262,-174.7742,512.4319,506.2260,-165.3904,-164.7392,2.8901,2.8436,5.9272,6.0736,263.3090,261.5180
4.5760,-0.0004,-0.0004,1506.1266,1478.0210,34.7669,64.5671,1909.9094,1909.9094,-168.1426,-173.2767,512.4319,504.4529,-164.0881,-163.4369,2.8715,2.8436,5.9272,6.0980,261.9394,262.8876
4.5800,-0.0004,-0.0004,1502.8201,1489.5939,66.2226,59.6004,1903.1124,1920.1046,-168.7844,-169.8540,510.6588,505.3394,-162.7858,-158.8789,2.8715,2.8436,5.9272,6.0736,261.3073,262.3608
4.5840,-0.0004,-0.0004,1492.9004,1487.9407,54.6337,57.9448,1892.9174,1916.7062,-171.9932,-169.8540,508.8857,503.5663,-164.7392,-157.5766,2.8715,2.8436,5.9272,6.0980,262.4135,261.1492
4.5880,-0.0065,-0.0004,1494.5537,1471.4080,62.9115,61.2559,1903.1124,1909.9094,-169.8540,-174.7742,507.9991,500.9066,-163.4369,-161.4835,2.8622,2.8343,5.9272,6.0980,263.2037,261.5180
4.5920,-0.0065,-0.0004,1499.5135,1469.7546,26.4891,81.1227,1906.5110,1906.5110,-169.6401,-174.3464,508.8857,500.9066,-158.8789,-163.4369,2.8715,2.8250,5.9272,6.0736,262.2555,262.8349
4.5960,-0.0004,-0.0004,1486.2875,1471.4080,41.3891,67.8782,1903.1124,1920.1046,-169.4262,-170.2818,507.9991,500.9066,-162.7858,-158.8789,2.8622,2.8250,5.9272,6.0736,261.3073,262.6242
4.6000,-0.0004,-0.0004,1479.6743,1468.1014,72.8449,36.4224,1896.3157,1923.5031,-169.2122,-170.9236,505.3394,499.1335,-166.6927,-157.5766,2.8622,2.8158,5.9516,6.0736,262.1501,261.2546
4.6040,-0.0004,-0.0004,1481.3275,1458.1819,66.2226,56.2892,1899.7141,1913.3077,-169.4262,-172.6350,505.3394,497.3604,-162.7858,-162.7858,2.8622,2.8250,5.9272,6.0980,263.2037,261.3073
4.6080,-0.0004,-0.0004,1484.6342,1454.8752,57.9448,64.5671,1906.5110,1903.1124,-170.4958,-174.5603,505.3394,496.4738,-158.2278,-163.4369,2.8622,2.8158,5.9272,6.0492,262.5189,262.6769
4.6120,-0.0004,-0.0004,1481.3275,1458.1819,74.5005,38.0780,1906.5110,1916.7062,-168.5705,-171.9932,503.5663,497.3604,-159.5301,-160.1812,2.8529,2.8158,5.9272,6.0980,261.3073,262.5715
4.6160,-0.0004,-0.0065,1469.7546,1461.4884,82.7783,43.0447,1896.3157,1923.5031,-170.9236,-170.7097,502.6797,495.5872,-162.1347,-156.9255,2.8436,2.8158,5.9272,6.0736,261.9394,261.2546
4.6200,-0.0004,-0.0004,1468.1014,1453.2220,76.1560,64.5671,1892.9174,1913.3077,-173.4907,-171.9932,501.7932,493.8141,-162.7858,-161.4835,2.8436,2.8065,5.9272,6.0492,263.2563,261.2019
4.6240,-0.0004,-0.0004,1466.4481,1441.6493,56.2892,62.9115,1906.5110,1906.5110,-170.4958,-174.7742,500.9066,494.7007,-160.8324,-163.4369,2.8343,2.8065,5.9516,6.0736,262.7296,262.4135
4.6280,-0.0004,-0.0004,1469.7546,1444.9557,62.9115,62.9115,1909.9094,1913.3077,-170.0679,-172.4211,499.1335,492.9276,-160.1812,-162.1347,2.8343,2.8065,5.9516,6.0980,261.5180,262.6769
4.6320,0.0057,0.0057,1454.8752,1449.9155,62.9115,38.0780,1899.7141,1926.9014,-171.1375,-170.2818,498.2469,492.0410,-163.4369,-158.2278,2.8343,2.7972,5.9272,6.0736,261.7287,261.3599
4.6360,-0.0004,-0.0004,1449.9155,1444.9557,57.9448,64.5671,1892.9174,1913.3077,-173.2767,-174.3464,497.3604,490.2679,-165.3904,-156.9255,2.8250,2.7972,5.9516,6.0736,262.7822,261.0439
4.6400,-0.0004,-0.0004,1461.4884,1433.3828,46.3558,81.1227,1903.1124,1899.7141,-172.6350,-177.7691,496.4738,491.1544,-159.5301,-162.7858,2.8250,2.7879,5.9760,6.0736,262.8349,262.0447
4.6440,-0.0004,-0.0004,1459.8351,1438.3427,49.6670,77.8116,1909.9094,1916.7062,-172.6350,-171.7793,496.4738,489.3813,-158.2278,-156.2744,2.8250,2.7972,5.9272,6.0736,261.5180,262.8876
4.6480,-0.0004,0.0057,1451.5688,1439.9960,61.2559,51.3225,1903.1124,1920.1046,-170.2818,-171.1375,495.5872,488.4948,-160.8324,-154.9721,2.8250,2.7972,5.9272,6.0736,261.3599,261.7814
4.6520,-0.0004,-0.0065,1443.3024,1435.0361,69.5338,71.1893,1892.9174,1913.3077,-174.5603,-173.0628,493.8141,488.4948,-162.1347,-156.9255,2.8158,2.7879,5.9760,6.0736,262.8876,260.9912
4.6560,-0.0004,-0.0004,1446.6090,1423.4633,44.7003,82.7783,1906.5110,1903.1124,-168.7844,-178.4109,492.9276,488.4948,-162.1347,-159.5301,2.8250,2.7786,5.9272,6.0980,262.9403,262.0447
4.6600,-0.0004,-0.0004,1454.8752,1430.0764,43.0447,71.1893,1909.9094,1909.9094,-172.2071,-173.2767,492.0410,485.8351,-156.9255,-154.3209,2.8158,2.7786,5.9272,6.0736,261.7287,262.8876
4.6640,-0.0004,-0.0004,1441.6493,1431.7295,62.9115,59.6004,1899.7141,1920.1046,-171.5654,-173.4907,492.0410,485.8351,-159.5301,-153.6698,2.8065,2.7786,5.9272,6.0736,261.3599,261.9394
4.6680,-0.0004,-0.0004,1431.7295,1426.7698,71.1893,61.2559,1889.5188,1913.3077,-177.3412,-174.5603,491.1544,484.9485,-160.8324,-153.6698,2.8158,2.7786,5.9516,6.0980,262.5715,261.1492
4.6720,-0.0004,-0.0065,1443.3024,1418.5035,57.9448,76.1560,1903.1124,1903.1124,-172.2071,-177.1273,489.3813,484.0620,-155.6232,-156.9255,2.8065,2.7693,5.9028,6.0736,263.2037,261.6233
4.6760,-0.0004,-0.0004,1443.3024,1416.8502,44.7003,76.1560,1913.3077,1906.5110,-170.2818,-176.6995,489.3813,483.1754,-154.3209,-155.6232,2.8065,2.7600,5.9272,6.0736,262.0974,262.7822
4.6800,-0.0004,-0.0004,1435.0361,1425.1165,69.5338,43.0447,1903.1124,1916.7062,-172.8489,-176.2717,487.6082,481.4023,-158.2278,-151.7164,2.8065,2.7693,5.9272,6.0736,261.4126,262.2555
4.6840,-0.0004,-0.0065,1426.7698,1420.1566,91.0561,56.2892,1889.5188,1916.7062,-173.4907,-173.9185,487.6082,482.2888,-158.8789,-152.3675,2.7972,2.7693,5.9516,6.1224,262.3608,260.9385
4.6880,-0.0004,0.0057,1426.7698,1408.5837,77.8116,76.1560,1896.3157,1906.5110,-173.2767,-177.7691,487.6082,481.4023,-155.6232,-154.9721,2.7879,2.7600,5.9516,6.0980,263.2563,261.6233
4.6920,-0.0004,-0.0004,1435.0361,1405.2773,66.2226,71.1893,1916.7062,1903.1124,-169.8540,-177.9830,485.8351,481.4023,-152.3675,-155.6232,2.7972,2.7507,5.9272,6.0736,262.3608,262.7296
4.6960,-0.0004,-0.0004,1428.4231,1415.1969,71.1893,49.6670,1903.1124,1916.7062,-174.7742,-175.4160,484.9485,480.5157,-153.6698,-150.4141,2.7879,2.7507,5.9272,6.0736,261.3599,262.5189
4.7000,-0.0004,0.0057,1418.5035,1413.5436,81.1227,57.9448,1892.9174,1923.5031,-175.4160,-171.9932,483.1754,478.7426,-154.3209,-151.0652,2.7786,2.7507,5.9272,6.0980,262.1501,261.0966
4.7040,-0.0004,-0.0004,1421.8099,1406.9307,66.2226,69.5338,1896.3157,1906.5110,-174.7742,-176.9134,484.0620,479.6292,-153.0186,-150.4141,2.7786,2.7414,5.9272,6.0736,263.0457,261.3599
4.7080,-0.0004,-0.0004,1425.1165,1392.0511,36.4224,72.8449,1906.5110,1899.7141,-173.7046,-180.1223,481.4023,477.8560,-151.7164,-154.9721,2.7879,2.7414,5.9272,6.0980,262.5715,262.5189
4.7120,-0.0004,-0.0004,1423.4633,1401.9708,51.3225,64.5671,1906.5110,1906.5110,-173.9185,-177.1273,482.2888,476.0829,-151.7164,-149.1118,2.7693,2.7321,5.9516,6.0980,261.4126,262.6242
4.7160,-0.0004,-0.0004,1415.1969,1400.3175,59.6004,46.3558,1899.7141,1920.1046,-172.2071,-173.7046,480.5157,474.3098,-153.0186,-148.4606,2.7786,2.7414,5.9272,6.0736,261.8867,261.2019
4.7200,-0.0004,-0.0004,1406.9307,1392.0511,69.5338,84.4339,1896.3157,1906.5110,-174.7742,-174.9881,480.5157,474.3098,-154.9721,-150.4141,2.7786,2.7321,5.9272,6.0736,263.2563,261.0439
4.7240,-0.0004,-0.0065,1411.8904,1382.1316,54.6337,74.5005,1909.9094,1899.7141,-172.8489,-178.8387,480.5157,472.5367,-150.4141,-153.6698,2.7600,2.7321,5.9516,6.0736,262.9403,262.6242
4.7280,-0.0004,-0.0004,1410.2371,1383.7848,54.6337,71.1893,1906.5110,1909.9094,-174.7742,-175.4160,479.6292,473.4232,-151.0652,-149.1118,2.7600,2.7135,5.9272,6.0736,261.4653,262.8876
4.7320,-0.0004,-0.0004,1403.6240,1388.7446,79.4672,64.5671,1892.9174,1920.1046,-174.3464,-173.9185,478.7426,472.5367,-153.0186,-146.5072,2.7600,2.7228,5.9272,6.0492,261.5706,261.7287
4.7360,-0.0004,-0.0004,1393.7045,1382.1316,79.4672,72.8449,1886.1205,1903.1124,-178.1970,-178.4109,476.9695,469.8770,-154.9721,-149.1118,2.7507,2.7228,5.9516,6.0492,262.7822,261.1492
4.7400,-0.0004,-0.0004,1401.9708,1368.9054,64.5671,89.4006,1903.1124,1896.3157,-173.4907,-180.9779,476.9695,468.9904,-149.7629,-153.0186,2.7507,2.7228,5.9516,6.0736,262.9403,262.2028
4.7440,-0.0004,-0.0004,1401.9708,1368.9054,48.0114,67.8782,1909.9094,1909.9094,-174.7742,-174.9881,476.0829,469.8770,-149.7629,-151.0652,2.7507,2.7135,5.9272,6.0980,261.6760,262.8876
4.7480,-0.0004,-0.0004,1388.7446,1377.1718,76.1560,43.0447,1892.9174,1920.1046,-177.7691,-173.0628,474.3098,468.1039,-153.0186,-147.1584,2.7507,2.7135,5.9272,6.0736,261.6233,261.8867
4.7520,0.0057,-0.0004,1383.7848,1372.2119,81.1227,51.3225,1886.1205,1909.9094,-178.6248,-177.3412,473.4232,467.2173,-153.0186,-147.8095,2.7414,2.7042,5.9516,6.0736,262.6769,260.8858
4.7560,-0.0004,-0.0004,1388.7446,1363.9456,71.1893,69.5338,1899.7141,1903.1124,-174.9881,-178.1970,473.4232,466.3308,-150.4141,-150.4141,2.7414,2.7042,5.9272,6.0736,263.3090,261.8867
4.7600,-0.0004,0.0057,1385.4380,1363.9456,48.0114,56.2892,1909.9094,1906.5110,-174.1324,-177.7691,472.5367,464.5576,-148.4606,-149.1118,2.7414,2.6949,5.9516,6.0736,262.0447,262.9930
4.7640,-0.0004,-0.0065,1377.1718,1367.2522,81.1227,38.0780,1896.3157,1916.7062,-174.3464,-177.1273,471.6501,465.4442,-152.3675,-147.1584,2.7321,2.6949,5.9272,6.0736,261.4653,261.9921
4.7680,0.0057,0.0057,1370.5587,1362.2924,99.3340,44.7003,1889.5188,1913.3077,-177.3412,-177.1273,468.9904,463.6711,-152.3675,-146.5072,2.7228,2.6857,5.9516,6.0980,262.5189,260.9385
4.7720,-0.0004,-0.0004,1373.8651,1352.3727,67.8782,91.0561,1899.7141,1899.7141,-174.3464,-181.1918,468.9904,461.0114,-147.8095,-149.7629,2.7228,2.6857,5.9272,6.0736,262.9930,261.8867
4.7760,-0.0004,-0.0004,1378.8251,1354.0260,54.6337,71.1893,1909.9094,1903.1124,-174.7742,-178.8387,468.1039,461.0114,-147.1584,-149.1118,2.7135,2.6949,5.9272,6.0736,262.1501,262.8876
4.7800,-0.0004,-0.0004,1367.2522,1355.6793,44.7003,57.9448,1899.7141,1916.7062,-177.1273,-174.5603,467.2173,461.0114,-149.7629,-146.5072,2.7228,2.6857,5.9516,6.0980,261.2546,262.3081
4.7840,0.0057,-0.0065,1360.6390,1354.0260,74.5005,57.9448,1889.5188,1916.7062,-179.9083,-174.9881,465.4442,458.3517,-151.7164,-145.8561,2.7135,2.6857,5.9272,6.0736,262.4135,261.1492
4.7880,-0.0004,-0.0004,1363.9456,1344.1064,76.1560,77.8116,1896.3157,1906.5110,-176.9134,-179.0526,465.4442,457.4651,-150.4141,-146.5072,2.7135,2.6764,5.9760,6.0736,263.4144,261.5706
4.7920,-0.0004,-0.0004,1367.2522,1340.7998,57.9448,81.1227,1906.5110,1903.1124,-175.8438,-179.4805,465.4442,455.6920,-145.8561,-147.1584,2.7135,2.6671,5.9516,6.0736,262.2555,262.7296
4.7960,-0.0004,-0.0004,1363.9456,1349.0662,51.3225,59.6004,1899.7141,1909.9094,-178.6248,-179.0526,463.6711,455.6920,-147.1584,-143.2515,2.7042,2.6671,5.9516,6.0736,261.4126,262.4662
4.8000,-0.0004,-0.0004,1349.0662,1342.4531,94.3673,59.6004,1889.5188,1916.7062,-180.3362,-178.1970,461.8980,454.8055,-150.4141,-143.2515,2.7042,2.6671,5.9516,6.0736,261.9394,261.0966
4.8040,0.0057,-0.0004,1352.3727,1332.5336,84.4339,99.3340,1896.3157,1906.5110,-177.9830,-177.9830,461.0114,453.9189,-149.1118,-146.5072,2.7042,2.6671,5.9516,6.0736,263.3617,261.2019
4.8080,-0.0004,-0.0065,1355.6793,1324.2672,57.9448,107.6118,1906.5110,1899.7141,-174.7742,-180.5501,461.0114,452.1458,-146.5072,-148.4606,2.6949,2.6578,5.9516,6.0736,262.5189,262.6769
4.8120,-0.0004,-0.0004,1350.7195,1329.2269,61.2559,74.5005,1906.5110,1909.9094,-175.4160,-178.4109,458.3517,451.2592,-147.1584,-145.2049,2.6949,2.6578,5.9516,6.0736,261.3599,262.5715
4.8160,-0.0004,-0.0004,1344.1064,1332.5336,84.4339,54.6337,1896.3157,1920.1046,-176.2717,-174.9881,456.5786,452.1458,-148.4606,-141.9492,2.6949,2.6578,5.9516,6.0980,261.9394,261.3073
4.8200,-0.0004,-0.0004,1335.8401,1319.3074,79.4672,76.1560,1892.9174,1909.9094,-177.7691,-178.4109,456.5786,451.2592,-149.7629,-146.5072,2.7042,2.6485,5.9516,6.0736,263.0983,261.0966
4.8240,-0.0004,-0.0004,1339.1466,1317.6541,61.2559,77.8116,1903.1124,1899.7141,-176.9134,-182.0475,455.6920,449.4861,-147.1584,-147.1584,2.6949,2.6485,5.9516,6.0736,262.7822,262.4135
4.8280,-0.0004,-0.0004,1345.7598,1320.9607,46.3558,62.9115,1903.1124,1909.9094,-177.1273,-179.6944,453.9189,449.4861,-144.5538,-144.5538,2.6857,2.6485,5.9516,6.0736,261.4126,262.7822
4.8320,-0.0004,-0.0004,1329.2269,1319.3074,91.0561,56.2892,1889.5188,1916.7062,-177.9830,-177.1273,453.0323,449.4861,-148.4606,-142.6004,2.6857,2.6392,5.9272,6.0736,261.6233,261.4653
4.8360,-0.0004,-0.0004,1327.5737,1314.3475,104.3007,57.9448,1892.9174,1909.9094,-177.5552,-179.2666,453.0323,447.7130,-146.5072,-142.6004,2.6764,2.6206,5.9516,6.0736,262.8876,260.9385
4.8400,-0.0004,-0.0004,1332.5336,1309.3878,76.1560,91.0561,1899.7141,1899.7141,-177.5552,-182.4754,452.1458,445.0533,-142.6004,-143.9026,2.6671,2.6299,5.9516,6.0736,263.0983,262.0447
4.8440,0.0057,-0.0004,1330.8802,1307.7345,72.8449,76.1560,1903.1124,1909.9094,-179.0526,-178.4109,451.2592,445.0533,-143.2515,-141.2981,2.6764,2.6299,5.9760,6.0980,261.7287,262.9930
4.8480,-0.0004,-0.0004,1319.3074,1309.3878,81.1227,57.9448,1896.3157,1920.1046,-178.4109,-176.9134,451.2592,445.0533,-145.8561,-141.9492,2.6764,2.6299,5.9516,6.0492,261.4653,261.8340
4.8520,-0.0004,-0.0065,1316.0009,1304.4280,87.7450,54.6337,1889.5188,1906.5110,-181.1918,-181.8336,448.5995,443.2802,-145.8561,-141.9492,2.6671,2.6206,5.9516,6.0736,262.9403,260.8331
4.8560,-0.0004,0.0057,1319.3074,1294.5084,71.1893,81.1227,1903.1124,1899.7141,-177.7691,-184.4007,449.4861,442.3936,-145.2049,-143.2515,2.6578,2.6206,5.9516,6.0736,262.9403,261.8867
4.8600,0.0057,-0.0004,1320.9607,1299.4683,67.8782,72.8449,1909.9094,1903.1124,-176.0577,-182.6893,448.5995,441.5071,-141.9492,-139.9958,2.6578,2.6113,5.9272,6.0492,261.7287,262.8876
4.8640,-0.0004,-0.0004,1311.0411,1302.7747,72.8449,61.2559,1903.1124,1916.7062,-177.1273,-179.2666,445.9399,441.5071,-143.2515,-138.0424,2.6578,2.6206,5.9516,6.0736,261.4653,261.8340
4.8680,-0.0004,-0.0004,1307.7345,1297.8149,105.9562,66.2226,1889.5188,1913.3077,-179.4805,-179.4805,445.0533,439.7339,-143.9026,-138.0424,2.6392,2.6113,5.9516,6.0736,262.4662,261.0439
4.8720,-0.0004,-0.0065,1302.7747,1281.2822,79.4672,81.1227,1899.7141,1899.7141,-179.2666,-184.6146,443.2802,438.8474,-144.5538,-142.6004,2.6392,2.6113,5.9516,6.0736,263.1510,261.8340
4.8760,-0.0004,-0.0004,1309.3878,1284.5887,76.1560,94.3673,1909.9094,1903.1124,-176.6995,-182.9032,444.1667,437.9608,-139.3447,-140.6469,2.6392,2.6020,5.9516,6.0736,262.0974,263.0983
4.8800,-0.0004,-0.0004,1302.7747,1294.5084,71.1893,67.8782,1899.7141,1913.3077,-181.4058,-180.1223,441.5071,437.0743,-140.6469,-136.7401,2.6392,2.6020,5.9272,6.0248,261.2546,262.5189
4.8840,-0.0004,0.0057,1297.8149,1286.2421,100.9895,79.4672,1892.9174,1916.7062,-181.4058,-178.8387,441.5071,437.0743,-141.9492,-138.0424,2.6299,2.6020,5.9272,6.0736,262.2555,261.2546
4.8880,-0.0004,-0.0004,1292.8551,1276.3225,82.7783,82.7783,1899.7141,1906.5110,-180.9779,-182.6893,439.7339,434.4146,-142.6004,-139.3447,2.6299,2.5834,5.9516,6.0736,263.0457,261.5706
4.8920,-0.0004,-0.0065,1292.8551,1273.0159,61.2559,82.7783,1906.5110,1906.5110,-179.4805,-182.6893,439.7339,433.5280,-139.9958,-139.9958,2.6299,2.5927,5.9516,6.0736,262.3608,262.9403
4.8960,-0.0004,-0.0004,1296.1616,1276.3225,77.8116,69.5338,1903.1124,1909.9094,-179.9083,-179.6944,438.8474,432.6414,-138.6935,-138.0424,2.6299,2.5834,5.9516,6.0736,261.3599,262.4135
4.9000,-0.0004,-0.0004,1282.9355,1279.6289,99.3340,43.0447,1896.3157,1916.7062,-180.1223,-180.1223,437.9608,431.7549,-143.2515,-136.0889,2.6206,2.5834,5.9516,6.0736,262.0974,261.0439
4.9040,-0.0004,-0.0004,1279.6289,1268.0560,94.3673,66.2226,1896.3157,1909.9094,-181.1918,-183.5450,437.9608,429.9818,-141.9492,-138.6935,2.6206,2.5741,5.9516,6.0980,263.0983,261.4653
4.9080,-0.0004,-0.0004,1281.2822,1263.0963,76.1560,84.4339,1906.5110,1903.1124,-178.8387,-184.1868,437.0743,429.9818,-139.3447,-138.6935,2.6113,2.5741,5.9516,6.0736,262.4662,262.6769
4.9120,-0.0065,-0.0004,1281.2822,1263.0963,79.4672,72.8449,1906.5110,1909.9094,-180.5501,-183.5450,435.3011,429.0952,-139.3447,-139.3447,2.6113,2.5741,5.9516,6.0736,261.5180,262.7296
4.9160,-0.0004,-0.0004,1274.6692,1264.7496,87.7450,64.5671,1896.3157,1916.7062,-183.1172,-180.5501,433.5280,427.3221,-139.3447,-137.3912,2.6113,2.5648,5.9516,6.0736,261.9394,261.3599
4.9200,-0.0004,-0.0004,1268.0560,1256.4832,86.0894,86.0894,1899.7141,1906.5110,-180.1223,-182.9032,433.5280,427.3221,-142.6004,-139.3447,2.6020,2.5648,5.9516,6.0736,263.1510,261.0966
4.9240,-0.0004,-0.0004,1274.6692,1251.5234,64.5671,94.3673,1906.5110,1903.1124,-180.5501,-184.8285,431.7549,426.4355,-138.0424,-138.6935,2.5927,2.5555,5.9516,6.0736,262.7822,262.5189
4.9280,0.0057,0.0057,1273.0159,1253.1768,67.8782,67.8782,1906.5110,1913.3077,-179.4805,-181.8336,430.8683,424.6624,-137.3912,-136.0889,2.6020,2.5555,5.9516,6.0736,261.5180,262.7822
4.9320,-0.0004,-0.0004,1264.7496,1256.4832,77.8116,52.9781,1892.9174,1920.1046,-183.7589,-178.4109,429.9818,423.7758,-139.9958,-133.4844,2.5927,2.5555,5.9272,6.0736,261.6233,261.6233
4.9360,-0.0004,-0.0065,1256.4832,1248.2169,89.4006,67.8782,1896.3157,1903.1124,-183.5450,-185.2564,429.0952,424.6624,-141.2981,-135.4378,2.5927,2.5463,5.9272,6.0736,262.8349,261.0966
4.9400,-0.0004,-0.0004,1261.4430,1241.6039,77.8116,87.7450,1903.1124,1899.7141,-181.8336,-186.7538,428.2086,423.7758,-139.3447,-137.3912,2.5927,2.5370,5.9272,6.0492,262.9403,261.9921
4.9440,-0.0004,-0.0004,1259.7898,1244.9103,69.5338,92.7117,1909.9094,1909.9094,-179.2666,-182.4754,427.3221,423.7758,-137.3912,-132.8332,2.5834,2.5370,5.9516,6.0736,261.5706,262.8349
4.9480,-0.0004,-0.0065,1249.8701,1246.5636,87.7450,81.1227,1899.7141,1920.1046,-182.9032,-179.9083,425.5490,422.8893,-139.9958,-132.8332,2.5741,2.5370,5.9516,6.0736,261.5706,261.8867
4.9520,-0.0004,-0.0004,1243.2571,1239.9506,91.0561,100.9895,1889.5188,1909.9094,-183.9728,-183.5450,425.5490,422.0027,-140.6469,-133.4844,2.5741,2.5370,5.9516,6.0736,262.8349,261.0966
4.9560,0.0057,-0.0004,1246.5636,1230.0310,92.7117,89.4006,1903.1124,1903.1124,-180.5501,-185.6842,425.5490,420.2296,-137.3912,-136.0889,2.5741,2.5277,5.9272,6.0980,263.0457,261.9394
4.9600,-0.0004,-0.0004,1251.5234,1228.3777,81.1227,62.9115,1906.5110,1906.5110,-181.6197,-184.1868,425.5490,420.2296,-134.7867,-135.4378,2.5741,2.5277,5.9516,6.0980,261.9394,262.9403
4.9640,-0.0004,-0.0065,1248.2169,1231.6842,84.4339,56.2892,1903.1124,1920.1046,-181.6197,-179.9083,424.6624,419.3430,-135.4378,-132.8332,2.5648,2.5277,5.9516,6.0736,261.3599,262.1501
4.9680,-0.0004,-0.0004,1238.2974,1226.7245,99.3340,71.1893,1892.9174,1913.3077,-184.8285,-183.7589,423.7758,418.4565,-136.7401,-134.1355,2.5555,2.5184,5.9516,6.0736,262.5189,260.8858
4.9720,-0.0004,-0.0004,1238.2974,1220.1113,92.7117,97.6784,1899.7141,1903.1124,-181.8336,-186.1120,422.8893,416.6834,-135.4378,-135.4378,2.5555,2.5184,5.9516,6.0736,263.1510,261.7814
4.9760,-0.0004,-0.0004,1244.9103,1216.8048,92.7117,97.6784,1909.9094,1906.5110,-179.0526,-184.6146,422.0027,416.6834,-132.8332,-135.4378,2.5555,2.5184,5.9272,6.0980,262.0974,263.0457
4.9800,-0.0004,-0.0004,1234.9907,1218.4581,105.9562,71.1893,1903.1124,1913.3077,-182.6893,-182.9032,420.2296,416.6834,-134.7867,-133.4844,2.5463,2.5091,5.9272,6.0736,261.3599,262.4135
4.9840,-0.0004,-0.0004,1221.7645,1216.8048,104.3007,91.0561,1892.9174,1913.3077,-184.1868,-184.6146,419.3430,414.9102,-137.3912,-133.4844,2.5463,2.5091,5.9272,6.0736,261.9921,261.1492
4.9880,-0.0004,-0.0004,1225.0712,1208.5385,72.8449,94.3673,1896.3157,1906.5110,-186.5399,-185.0424,418.4565,412.2506,-136.0889,-133.4844,2.5463,2.5091,5.9516,6.0980,263.5724,261.4653
4.9920,-0.0004,-0.0004,1225.0712,1205.2319,51.3225,92.7117,1909.9094,1899.7141,-180.9779,-185.2564,418.4565,412.2506,-133.4844,-134.7867,2.5463,2.5091,5.9516,6.0736,262.3608,262.6769
4.9960,-0.0004,-0.0004,1223.4178,1206.8853,69.5338,86.0894,1906.5110,1906.5110,-184.4007,-183.3311,417.5699,411.3640,-135.4378,-132.1821,2.5370,2.4998,5.9516,6.0736,261.2546,262.4135
5.0000,-0.0004,0.0057,1215.1516,1206.8853,97.6784,77.8116,1892.9174,1920.1046,-187.1817,-181.1918,415.7968,410.4775,-136.7401,-131.5309,2.5370,2.4905,5.9272,6.0492,262.2028,261.0966
5.0040,0.0057,-0.0004,1210.1917,1201.9254,92.7117,81.1227,1892.9174,1906.5110,-186.3260,-187.3956,414.9102,410.4775,-136.7401,-132.1821,2.5277,2.4905,5.9516,6.0736,263.3090,261.2546
5.0080,0.0057,-0.0004,1216.8048,1195.3123,72.8449,109.2673,1906.5110,1896.3157,-183.7589,-186.3260,414.0237,408.7043,-132.8332,-134.1355,2.5370,2.4905,5.9516,6.0492,262.6242,262.7822
5.0120,0.0057,-0.0004,1218.4581,1196.9656,82.7783,94.3673,1906.5110,1906.5110,-183.1172,-186.5399,413.1371,407.8177,-130.8798,-130.8798,2.5370,2.4812,5.9272,6.0736,261.4126,262.7296
